k,direction,coef,t_stat,p_value,r_squared,n_obs,n_days,k_used,dof,reliability_tier,p_joint_x_leads_y,p_joint_y_leads_x,etf,bar_freq
7,x_leads_y,1.1232421108127346e-06,2.9598294934588067,0.003078093497152693,0.05765553668828571,127267,34,10,127213,high,4.687112963069364e-50,1.5360018402260899e-50,VIS,5s
8,x_leads_y,1.5671486052740166e-07,0.3950476898519812,0.6928076929257838,0.05765553668828571,127267,34,10,127213,high,4.687112963069364e-50,1.5360018402260899e-50,VIS,5s
9,x_leads_y,1.4404686950462553e-06,3.4756668836352795,0.0005095848281509216,0.05765553668828571,127267,34,10,127213,high,4.687112963069364e-50,1.5360018402260899e-50,VIS,5s
10,x_leads_y,-6.023278005910408e-07,-1.5895923966308922,0.1119267120437791,0.05765553668828571,127267,34,10,127213,high,4.687112963069364e-50,1.5360018402260899e-50,VIS,5s
-10,y_leads_x,-5.556791216927213e-08,-0.07895213144301243,0.9370706977219827,0.09500178377708157,51224,11,10,51193,high,0.0,0.0,VGT,5s
-9,y_leads_x,1.2081058708890393e-06,0.6901523592670311,0.49009837923153854,0.09500178377708157,51224,11,10,51193,high,0.0,0.0,VGT,5s
-8,y_leads_x,-1.3626438589968485e-06,-1.0769744227726712,0.28149169247932737,0.09500178377708157,51224,11,10,51193,high,0.0,0.0,VGT,5s
-7,y_leads_x,-4.3873365661899626e-07,-1.1755194049501025,0.23978697839490037,0.09500178377708157,51224,11,10,51193,high,0.0,0.0,VGT,5s
-6,y_leads_x,2.761779851483875e-06,4.367954398163456,1.25415670571901e-05,0.09500178377708157,51224,11,10,51193,high,0.0,0.0,VGT,5s
-5,y_leads_x,2.8694517816482454e-06,4.509081829636623,6.510879393440924e-06,0.09500178377708157,51224,11,10,51193,high,0.0,0.0,VGT,5s
-4,y_leads_x,-3.17403527032408e-06,-2.4517780481153406,0.014215231395059674,0.09500178377708157,51224,11,10,51193,high,0.0,0.0,VGT,5s
-3,y_leads_x,2.8373214166358813e-06,1.701460875126417,0.08885647863295233,0.09500178377708157,51224,11,10,51193,high,0.0,0.0,VGT,5s
-2,y_leads_x,-7.23870826730249e-06,-7.482968760151045,7.266215888593483e-14,0.09500178377708157,51224,11,10,51193,high,0.0,0.0,VGT,5s
-1,y_leads_x,3.5601851564406196e-05,32.269030381556284,1.9029074556989038e-228,0.09500178377708157,51224,11,10,51193,high,0.0,0.0,VGT,5s
1,x_leads_y,3.5604877978745675e-05,32.57568704166815,9.064229481142406e-233,0.09500178377708157,51224,11,10,51193,high,0.0,0.0,VGT,5s
2,x_leads_y,-7.260174769205897e-06,-7.474565830327493,7.745916345743355e-14,0.09500178377708157,51224,11,10,51193,high,0.0,0.0,VGT,5s
3,x_leads_y,2.78908482687345e-06,1.6600134733201821,0.09691174209906064,0.09500178377708157,51224,11,10,51193,high,0.0,0.0,VGT,5s
4,x_leads_y,-3.189481956804169e-06,-2.408983243107252,0.015997032451379286,0.09500178377708157,51224,11,10,51193,high,0.0,0.0,VGT,5s
5,x_leads_y,2.943434981833043e-06,4.7578541697272465,1.9566176456063362e-06,0.09500178377708157,51224,11,10,51193,high,0.0,0.0,VGT,5s
6,x_leads_y,2.593211701704595e-06,4.006031644843998,6.174738018319552e-05,0.09500178377708157,51224,11,10,51193,high,0.0,0.0,VGT,5s
7,x_leads_y,-3.0699546931398967e-07,-0.7229530684878318,0.4697087180645889,0.09500178377708157,51224,11,10,51193,high,0.0,0.0,VGT,5s
8,x_leads_y,-1.3409918142249238e-06,-1.031065935349913,0.30250990086139296,0.09500178377708157,51224,11,10,51193,high,0.0,0.0,VGT,5s
9,x_leads_y,1.0669535916142778e-06,0.6007865358352444,0.5479821730393665,0.09500178377708157,51224,11,10,51193,high,0.0,0.0,VGT,5s
10,x_leads_y,6.079178094193595e-08,0.08466388317890945,0.9325286098838886,0.09500178377708157,51224,11,10,51193,high,0.0,0.0,VGT,5s
